dataset,model,objective,method,seed,model_path,meta_path,runtime_seconds,Retain,Forget,Val,Test,Val MIA,Test MIA,status,error_message
cifar10,resnet18,objective10,kgltop3,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_3_meta.txt,163.86172008514404,0.9966535947712418,0.8381176470588235,0.8049333333333333,0.8085,0.522235294117647,0.5175294117647058,ok,
cifar10,resnet18,objective10,kgltop3,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_4_meta.txt,157.66848850250244,0.9966797385620916,0.8275294117647058,0.8014666666666667,0.8079,0.5061176470588236,0.504,ok,
cifar10,resnet18,objective10,kgltop3,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_5_meta.txt,163.18129515647888,0.9963660130718954,0.8265882352941176,0.8078666666666666,0.8064,0.5074117647058823,0.512,ok,
cifar10,resnet18,objective10,kgltop3,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_6_meta.txt,171.98010754585266,0.997124183006536,0.8390588235294117,0.8116,0.8131,0.5151764705882352,0.5158823529411765,ok,
cifar10,resnet18,objective10,kgltop3,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_7_meta.txt,167.99378967285156,0.9954771241830064,0.8322352941176471,0.8017333333333333,0.8018,0.5125882352941176,0.5171764705882352,ok,
cifar10,resnet18,objective10,kgltop3,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_8_meta.txt,158.01660323143005,0.9972549019607844,0.8336470588235294,0.8078666666666666,0.8082,0.5161176470588236,0.5135294117647059,ok,
cifar10,resnet18,objective10,kgltop3,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop3/10_resnet18_9_meta.txt,166.2080373764038,0.9954248366013072,0.839764705882353,0.8086666666666666,0.8041,0.5131764705882352,0.5171764705882353,ok,
cifar10,resnet18,objective10,kgltop4,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_0_meta.txt,511.6374063491821,0.9985098039215686,0.8609411764705882,0.834,0.8273,0.5176470588235295,0.5215294117647058,ok,
cifar10,resnet18,objective10,kgltop4,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_1_meta.txt,502.5624465942383,0.9981960784313726,0.8524705882352941,0.8285333333333333,0.8254,0.5058823529411766,0.5176470588235293,ok,
cifar10,resnet18,objective10,kgltop4,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_2_meta.txt,520.9150371551514,0.9967581699346404,0.8583529411764705,0.8232,0.8263,0.5128235294117647,0.5118823529411765,ok,
cifar10,resnet18,objective10,kgltop4,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_3_meta.txt,516.4739470481873,0.9978300653594772,0.86,0.8292,0.8346,0.5185882352941176,0.5097647058823529,ok,
cifar10,resnet18,objective10,kgltop4,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_4_meta.txt,498.1351585388184,0.996156862745098,0.8487058823529412,0.8238666666666666,0.8295,0.5199999999999999,0.5144705882352942,ok,
cifar10,resnet18,objective10,kgltop4,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_5_meta.txt,502.7265033721924,0.997359477124183,0.8515294117647059,0.8306666666666667,0.8246,0.5083529411764706,0.5134117647058823,ok,
cifar10,resnet18,objective10,kgltop4,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_6_meta.txt,504.82475876808167,0.9981437908496732,0.8585882352941177,0.8364,0.8313,0.5065882352941176,0.5118823529411765,ok,
cifar10,resnet18,objective10,kgltop4,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_7_meta.txt,511.28086590766907,0.9980915032679738,0.8581176470588235,0.8261333333333334,0.8242,0.5194117647058824,0.5175294117647059,ok,
cifar10,resnet18,objective10,kgltop4,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_8_meta.txt,497.8225224018097,0.9977254901960784,0.8571764705882353,0.8334666666666667,0.8314,0.5130588235294118,0.5105882352941176,ok,
cifar10,resnet18,objective10,kgltop4,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop4/10_resnet18_9_meta.txt,486.9970417022705,0.9970457516339868,0.8527058823529412,0.8329333333333333,0.8318,0.5092941176470588,0.5198823529411764,ok,
cifar10,resnet18,objective10,kgltop5,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_0_meta.txt,78.4043881893158,0.9964967320261438,0.8223529411764706,0.816,0.8114,0.5152941176470588,0.502235294117647,ok,
cifar10,resnet18,objective10,kgltop5,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_1_meta.txt,74.37097787857056,0.9956339869281046,0.8263529411764706,0.8092,0.8076,0.4974117647058823,0.4988235294117647,ok,
cifar10,resnet18,objective10,kgltop5,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_2_meta.txt,78.13277912139893,0.9959477124183006,0.824,0.8190666666666667,0.8175,0.512,0.5034117647058824,ok,
cifar10,resnet18,objective10,kgltop5,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_3_meta.txt,75.44854831695557,0.9954248366013072,0.8256470588235294,0.8173333333333334,0.8186,0.4989411764705882,0.4878823529411765,ok,
cifar10,resnet18,objective10,kgltop5,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_4_meta.txt,74.47313928604126,0.9946928104575165,0.8162352941176471,0.8132,0.8142,0.5161176470588236,0.4945882352941176,ok,
cifar10,resnet18,objective10,kgltop5,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_5_meta.txt,74.70334696769714,0.994483660130719,0.82,0.8118666666666666,0.8118,0.4932941176470587,0.5064705882352941,ok,
cifar10,resnet18,objective10,kgltop5,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_6_meta.txt,78.41828608512878,0.996313725490196,0.8263529411764706,0.8146666666666667,0.817,0.5098823529411763,0.5114117647058823,ok,
cifar10,resnet18,objective10,kgltop5,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_7_meta.txt,75.24509263038635,0.993437908496732,0.8115294117647058,0.8093333333333333,0.8098,0.486,0.5057647058823529,ok,
cifar10,resnet18,objective10,kgltop5,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_8_meta.txt,75.99940061569214,0.9957124183006536,0.8178823529411765,0.814,0.8145,0.4941176470588235,0.4974117647058823,ok,
cifar10,resnet18,objective10,kgltop5,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop5/10_resnet18_9_meta.txt,73.67785120010376,0.9949281045751636,0.8336470588235294,0.8126666666666666,0.8137,0.510470588235294,0.5124705882352941,ok,
cifar10,resnet18,objective10,kgltop6,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_0_meta.txt,475.0227937698364,0.9710849673202614,0.8785882352941177,0.8449333333333333,0.8185,0.5001176470588236,0.5298823529411765,ok,
cifar10,resnet18,objective10,kgltop6,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_1_meta.txt,480.49339175224304,0.9687058823529412,0.8687058823529412,0.8450666666666666,0.8115,0.4921176470588236,0.528235294117647,ok,
cifar10,resnet18,objective10,kgltop6,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_2_meta.txt,469.199835062027,0.9705359477124182,0.7178823529411764,0.8214666666666667,0.7072,0.5603529411764706,0.5023529411764706,ok,
cifar10,resnet18,objective10,kgltop6,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_3_meta.txt,492.68125104904175,0.972470588235294,0.752,0.8272,0.7436,0.5435294117647059,0.5022352941176471,ok,
cifar10,resnet18,objective10,kgltop6,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_4_meta.txt,466.9806876182556,0.9631895424836602,0.8767058823529412,0.8521333333333333,0.8192,0.4962352941176471,0.5287058823529411,ok,
cifar10,resnet18,objective10,kgltop6,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_5_meta.txt,477.2051405906677,0.9659869281045752,0.8774117647058823,0.8541333333333333,0.8211,0.4994117647058824,0.5315294117647059,ok,
cifar10,resnet18,objective10,kgltop6,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_6_meta.txt,468.72498893737793,0.9745882352941176,0.8764705882352941,0.8522666666666666,0.8176,0.4996470588235294,0.5278823529411764,ok,
cifar10,resnet18,objective10,kgltop6,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_7_meta.txt,494.5246779918671,0.9682614379084968,0.8785882352941177,0.8424,0.8132,0.5005882352941178,0.5343529411764706,ok,
cifar10,resnet18,objective10,kgltop6,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_8_meta.txt,483.34927701950073,0.9676078431372548,0.8204705882352941,0.834,0.7868,0.4871764705882353,0.5176470588235293,ok,
cifar10,resnet18,objective10,kgltop6,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop6/10_resnet18_9_meta.txt,468.295640707016,0.9579346405228758,0.8684705882352941,0.8510666666666666,0.819,0.4871764705882353,0.5297647058823529,ok,
cifar10,resnet18,objective10,kgltop7,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_0_meta.txt,453.40266823768616,1.0,0.8581176470588235,0.8165333333333333,0.8105,0.5216470588235294,0.5245882352941178,ok,
cifar10,resnet18,objective10,kgltop7,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_1_meta.txt,462.36759901046753,1.0,0.8454117647058823,0.8117333333333333,0.8109,0.5163529411764707,0.5187058823529412,ok,
cifar10,resnet18,objective10,kgltop7,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_2_meta.txt,457.4060831069946,1.0,0.8451764705882353,0.8166666666666667,0.8179,0.511764705882353,0.5178823529411763,ok,
cifar10,resnet18,objective10,kgltop7,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_3_meta.txt,477.78540873527527,1.0,0.8454117647058823,0.8201333333333334,0.8172,0.5096470588235295,0.5123529411764706,ok,
cifar10,resnet18,objective10,kgltop7,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_4_meta.txt,477.96161222457886,1.0,0.8461176470588235,0.8142666666666667,0.8144,0.5129411764705882,0.5175294117647059,ok,
cifar10,resnet18,objective10,kgltop7,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_5_meta.txt,461.0705137252808,1.0,0.8470588235294118,0.8193333333333334,0.8109,0.51,0.5224705882352941,ok,
cifar10,resnet18,objective10,kgltop7,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_6_meta.txt,475.3080863952637,1.0,0.8522352941176471,0.8237333333333333,0.8209,0.5138823529411766,0.5116470588235293,ok,
cifar10,resnet18,objective10,kgltop7,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_7_meta.txt,483.8882806301117,1.0,0.8442352941176471,0.8141333333333334,0.8146,0.5163529411764705,0.516235294117647,ok,
cifar10,resnet18,objective10,kgltop7,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_8_meta.txt,452.9883689880371,1.0,0.8461176470588235,0.8153333333333334,0.8192,0.511764705882353,0.5130588235294118,ok,
cifar10,resnet18,objective10,kgltop7,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/kgltop7/10_resnet18_9_meta.txt,481.007755279541,1.0,0.8468235294117648,0.814,0.8167,0.5212941176470588,0.5163529411764707,ok,
cifar10,resnet18,unlearn,naive,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_0_meta.txt,1725.620305299759,0.9992418300653596,0.8762352941176471,0.8729333333333333,0.8725,0.4945882352941176,0.4995294117647059,,
cifar10,resnet18,unlearn,naive,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_1_meta.txt,1670.4972398281095,0.9994248366013072,0.8672941176470588,0.8725333333333334,0.8663,0.4965882352941176,0.5007058823529411,ok,
cifar10,resnet18,unlearn,naive,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_2_meta.txt,1695.8386764526367,0.9993986928104576,0.8771764705882353,0.8701333333333333,0.8681,0.5021176470588234,0.5057647058823529,ok,
cifar10,resnet18,unlearn,naive,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_3_meta.txt,1695.4145851135254,0.9992941176470588,0.8710588235294118,0.8761333333333333,0.8669,0.5025882352941176,0.506,ok,
cifar10,resnet18,unlearn,naive,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_4_meta.txt,1685.6669759750366,0.9993725490196078,0.8731764705882353,0.8669333333333333,0.87,0.4887058823529411,0.5071764705882353,ok,
cifar10,resnet18,unlearn,naive,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_5_meta.txt,1684.3817443847656,0.9993202614379084,0.8708235294117647,0.874,0.8726,0.4909411764705882,0.5028235294117647,ok,
cifar10,resnet18,unlearn,naive,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_6_meta.txt,1666.6707406044006,0.9990588235294118,0.8750588235294118,0.8709333333333333,0.8685,0.4936470588235294,0.4921176470588236,ok,
cifar10,resnet18,unlearn,naive,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_7_meta.txt,1687.8824849128723,0.9994509803921569,0.8738823529411764,0.8730666666666667,0.8663,0.5012941176470588,0.5043529411764707,ok,
cifar10,resnet18,unlearn,naive,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_8_meta.txt,1632.1681609153748,0.9993202614379084,0.8736470588235294,0.8686666666666667,0.8703,0.4976470588235294,0.4976470588235294,ok,
cifar10,resnet18,unlearn,naive,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/unlearn/unlearner_naive/10_resnet18_9_meta.txt,1626.29359292984,0.9993202614379084,0.8757647058823529,0.8666666666666667,0.8654,0.506235294117647,0.5115294117647059,ok,
cifar10,resnet18,objective10,neggradplus,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_0_meta.txt,665.5957560539246,0.9677908496732026,0.859764705882353,0.8402666666666667,0.8347,0.4785882352941176,0.4824705882352941,ok,
cifar10,resnet18,objective10,neggradplus,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_1_meta.txt,672.5508160591125,0.9642352941176472,0.8555294117647059,0.8406666666666667,0.8384,0.4855294117647059,0.4877647058823529,ok,
cifar10,resnet18,objective10,neggradplus,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_2_meta.txt,700.6238400936127,0.9667450980392156,0.8569411764705882,0.8470666666666666,0.8424,0.4929411764705882,0.4832941176470588,ok,
cifar10,resnet18,objective10,neggradplus,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_3_meta.txt,759.5878217220306,0.9688627450980392,0.8651764705882353,0.8410666666666666,0.8474,0.473764705882353,0.4855294117647059,ok,
cifar10,resnet18,objective10,neggradplus,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_4_meta.txt,705.0015578269958,0.9607843137254902,0.848,0.8422666666666667,0.8429,0.4871764705882353,0.4819999999999999,ok,
cifar10,resnet18,objective10,neggradplus,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_5_meta.txt,716.5950398445129,0.9604967320261438,0.8614117647058823,0.8465333333333334,0.8397,0.4811764705882353,0.5074117647058823,ok,
cifar10,resnet18,objective10,neggradplus,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_6_meta.txt,743.6810059547424,0.9711633986928104,0.8668235294117647,0.8484,0.8461,0.4830588235294117,0.4848235294117647,ok,
cifar10,resnet18,objective10,neggradplus,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_7_meta.txt,753.7895905971527,0.9616209150326798,0.8491764705882353,0.8409333333333333,0.84,0.4951764705882353,0.4932941176470587,ok,
cifar10,resnet18,objective10,neggradplus,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_8_meta.txt,701.8208749294281,0.9641045751633986,0.8590588235294118,0.846,0.8456,0.4724705882352941,0.488235294117647,ok,
cifar10,resnet18,objective10,neggradplus,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/neggradplus/10_resnet18_9_meta.txt,656.4256885051727,0.9523921568627453,0.8574117647058823,0.8508,0.8483,0.4934117647058823,0.4951764705882352,ok,
cifar10,resnet18,objective10,salun,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_0_meta.txt,40.77413296699524,0.9711372549019608,0.8774117647058823,0.8330666666666666,0.8331,0.5065882352941177,0.5045882352941177,ok,
cifar10,resnet18,objective10,salun,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_1_meta.txt,36.10151696205139,0.972,0.8703529411764706,0.8318666666666666,0.8313,0.4922352941176471,0.4950588235294118,ok,
cifar10,resnet18,objective10,salun,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_2_meta.txt,39.59287428855896,0.9750588235294118,0.8821176470588236,0.8366666666666667,0.8353,0.4916470588235294,0.4972941176470588,ok,
cifar10,resnet18,objective10,salun,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_3_meta.txt,36.51523017883301,0.974718954248366,0.8769411764705882,0.8382666666666667,0.8397,0.4910588235294118,0.4961176470588235,ok,
cifar10,resnet18,objective10,salun,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_4_meta.txt,37.40467882156372,0.969359477124183,0.8792941176470588,0.8384,0.8381,0.4965882352941175,0.4976470588235294,ok,
cifar10,resnet18,objective10,salun,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_5_meta.txt,35.903358697891235,0.9701960784313726,0.8830588235294118,0.8372,0.8354,0.4971764705882353,0.4963529411764706,ok,
cifar10,resnet18,objective10,salun,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_6_meta.txt,42.31847023963928,0.9766274509803922,0.8847058823529412,0.8452,0.8442,0.4956470588235294,0.4923529411764706,ok,
cifar10,resnet18,objective10,salun,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_7_meta.txt,35.78450083732605,0.9743529411764704,0.8870588235294118,0.8410666666666666,0.838,0.4876470588235294,0.4974117647058823,ok,
cifar10,resnet18,objective10,salun,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_8_meta.txt,35.737279653549194,0.9688366013071896,0.8776470588235294,0.8378666666666666,0.8325,0.4934117647058824,0.494,ok,
